,artists
28628,['Miracle Of Sound']
28629,"['Charlie Farley', 'Daniel Lee']"
28630,"['ODESZA', 'Jenni Potts']"
28631,"['Rae Sremmurd', 'Nicki Minaj', 'Pusha T']"
28632,['Chucho Ponce Los Daddys de Chinantla']
28633,['Michael Carreon']
28634,"['Trip Lee', 'Lecrae']"
28635,"['Mystery Skulls', 'Nile Rodgers', 'Brandy']"
28636,"['Christina Perri', 'Ed Sheeran']"
28637,['Tamela Mann']
28638,"['The Vamps', 'Shawn Mendes']"
28639,"['Chris Brown', 'Kendrick Lamar']"
28640,"['RAC', 'Matthew Koma']"
28641,"['The Neighbourhood', 'Casey Veggies', 'Kossisko']"
28642,"['Sergei Prokofiev', 'Behzod Abduraimov', 'Orchestra Sinfonica Nazionale Della RAI', 'Juraj Valcuha']"
28643,"['Rick Ross', 'Kanye West', 'Big Sean']"
28644,['Young Rising Sons']
28645,"['Anderson .Paak', 'SiR']"
28646,"['Yellow Claw', 'Ayden']"
28647,"['Mustard', 'Lil Wayne', 'Big Sean', 'YG', 'Boosie Badazz']"
28648,['Housefires']
28649,"['Ingrid Michaelson', 'A Great Big World']"
28650,"['Jessica Keenan Wynn', 'Evan Todd', 'Jon Eidson', 'Barrett Wilbert Weed', 'Michelle Duffy']"
28651,"['Jessica Keenan Wynn', 'Daniel Cooney', 'Dan Domenech', 'AJ Meijer', 'Michelle Duffy']"
28652,['Mom']
28653,['Shonlock']
28654,['CoryaYo']
28655,['Barak']
28656,"['Gorgon City', 'Katy Menditta']"
28657,['Nitro Fun']
28658,['Boy Harsher']
28659,['Rob Cantor']
28660,"['Ariana Grande', 'A$AP Ferg']"
28661,['Alli Mauzey']
28662,"['Missy Elliott', 'Pharrell Williams']"
28663,"['AlunaGeorge', 'Tchami']"
28664,"['Gabriel Fauré', 'Yo-Yo Ma']"
28665,"[""Children's Music""]"
28666,"['Dove Cameron', 'Sofia Carson', 'Cameron Boyce', 'Booboo Stewart', 'Mitchell Hope', 'Sarah Jeffrey', 'Jeff Lewis']"
28667,"['Zac Brown Band', 'Chris Cornell']"
28668,"['Travis Scott', 'Kanye West']"
28669,"['La Sonora Dinamita', 'Margarita']"
28670,['Joep Beving']
28671,"['Janelle Monáe', 'Jidenna']"
28672,"['Halsey', 'ARTY']"
28673,['B.E.R.']
28674,['Boondox']
28675,"['A$AP Rocky', 'Lil Wayne']"
28676,"['SNBRN', 'Kaleena Zanders', 'Chris Lake', 'Matroda']"
28677,['Rodrigo Amarante']
28678,"['Bethel Music', 'kalley']"
28679,"['Feint', 'Laura Brehm']"
28680,['Elliot Moss']
28681,"['Chris Brown', 'Tyga', 'ScHoolboy Q']"
28682,"['Edvard Grieg', 'Javier Perianes', 'BBC Symphony Orchestra', 'Sakari Oramo']"
28683,"['Britney Spears', 'Iggy Azalea']"
28684,['Girlpool']
28685,"['Elvis Crespo', 'Bachata Heightz']"
28686,"['A$AP Rocky', 'Joe Fox']"
28687,"['Josh Abbott Band', 'Carly Pearce']"
28688,"['Tory Lanez', 'Nyce']"
28689,"['Bassnectar', 'Lafa Taylor']"
28690,"['Lil Kleine', 'Ronnie Flex']"
28691,"['Claude Debussy', 'Lavinia Meijer', 'Amsterdam Sinfonietta']"
28692,"['Little Mix', 'Sean Paul']"
28693,"['Eric Church', 'Susan Tedeschi']"
28694,['League of Legends']
28695,"[""Ralph's World""]"
28696,['Ritmo Y Sabor']
28697,['K.A.A.N.']
28698,"['Big Sean', 'Drake', 'Kanye West']"
28699,['Kurt Cobain']
28700,"['Nico & Vinz', 'Kid Ink', 'Bebe Rexha']"
28701,['Acid Ghost']
28702,"['Skizzy Mars', 'Marc E. Bassy']"
28703,"['KALEO', 'Vinyl on HBO']"
28704,['The Red Pears']
28705,['Veil Of Maya']
28706,['Jamie Lawson']
28707,"['Hillsong Young & Free', 'Lecrae']"
28708,"['The Weeknd', 'Eminem']"
28709,['Circa Waves']
28710,['Rosemary & Garlic']
28711,"['Dr. Dre', 'Anderson .Paak', 'Marsha Ambrosius']"
28712,['Nadia Reid']
28713,['Seinabo Sey']
28714,"['Jack Ü', 'Skrillex', 'Diplo', 'Kiesza']"
28715,['Liz Callaway']
28716,"['Maluma', 'Eli Palacios']"
28717,"['Dom Dolla', 'Go Freek']"
28718,['Moe Shop']
28719,['La Santa Grifa']
28720,"['EDEN', 'Leah Kelly']"
28721,"['Juicy J', 'Wiz Khalifa', 'R. City']"
28722,['Mariahlynn']
28723,"['La Sonora Dinamita', 'Alvaro Pava']"
28724,['Baby Rasta & Gringo']
28725,"['Bethel Music', 'Paul McClure']"
28726,"['La Sonora Dinamita', 'Lucho Argain', 'La India Meliyara']"
28727,"['Lil Uzi Vert', 'Young Thug']"
28728,['Grizfolk']
28729,"['Kill The Noise', 'Feed Me']"
28730,"['John Mark McMillan', 'Sarah McMillan']"
28731,"['Chris Tomlin', 'Lauren Daigle']"
28732,"['MED', 'Blu', 'Madlib', 'MF DOOM']"
28733,['Hala']
28734,['Kaiydo']
28735,"['Mac Miller', 'Njomza']"
28736,['Haux']
28737,['Samuel Bath']
28738,['Sleepdealer']
28739,"['X Ambassadors', 'Erich Lee']"
28740,"['Rob $tone', 'Shelley FKA DRAM', 'Denzel Curry', 'Cousin Stizz']"
28741,['Worn-Tin']
28742,"['Zeds Dead', 'NGHTMRE', 'GG Magree']"
28743,['William Michael Morgan']
28744,['Dessa']
28745,"['Adventure Club', 'DallasK']"
28746,['Savlonic']
28747,['Bad Lip Reading']
28748,"['Maluma', 'Trap Capos', 'Noriel', 'Bryant Myers', 'Juhn']"
28749,"['Zedd', 'Aloe Blacc']"
28750,['Valerie Broussard']
28751,"['Duckwrth', 'Sabrina Claudio']"
28752,['David Fischbein']
28753,"['Kygo', 'Julia Michaels']"
28754,['Jordan Mackampa']
28755,"['Kevin Gates', 'Trey Songz', 'Ty Dolla $ign', 'Jamie Foxx']"
28756,"['Big L', '2Pac']"
28757,['Warriyo']
28758,['Too Close To Touch']
28759,"['Bebe Rexha', 'Nicki Minaj']"
28760,"['AL-X The Great', 'Atlas', 'lando!']"
28761,['Malaa']
28762,['MOB CHOIR']
28763,"['Volbeat', 'Johan Olsen']"
28764,['Sigimund']
28765,['PUP']
28766,['Instupendo']
28767,['Vybz Kartel']
28768,['Gallant']
28769,['The Marcus King Band']
28770,"['Lenny Tavárez', 'Farruko']"
28771,['Neptis']
28772,"['Lil Yachty', 'Diplo']"
28773,"['YFN Lucci', 'Bigga Rankin', 'Rick Ross']"
28774,['Koryn Hawthorne']
28775,['Bernard Dubicki']
28776,"['Terror Reid', 'Getter']"
28777,"['Future', 'Young Thug', 'Offset']"
28778,['Henry Jamison']
28779,"['Big Sean', 'Eminem']"
28780,['Cub Sport']
28781,"['MC Fioti', 'Future', 'J Balvin', 'Stefflon Don', 'Juan Magán']"
28782,['Gerardo Coronel']
28783,"['Big Smo', 'Upchurch']"
28784,['sKitz Kraven']
28785,"['Emma Watson', 'Luke Evans', 'Ensemble - Beauty and the Beast']"
28786,"['YFN Lucci', 'Migos', 'Trouble']"
28787,"['BTS', 'Desiigner', 'Steve Aoki']"
28788,['Aaron Lansing']
28789,"['Farruko', 'Bad Bunny', 'Rvssian']"
28790,['Killumantii']
28791,"['Steven Universe', 'Deedee Magno Hall']"
28792,"['atlas', 'Flavors']"
28793,"['Alan Walker', 'Noah Cyrus', 'Digital Farm Animals', 'Juliander']"
28794,['Japanese Breakfast']
28795,"['Louis The Child', 'Caroline Ailin']"
28796,['CVBZ']
28797,"['Jordan Maxwell', 'Shiloh']"
28798,['Alice Merton']
28799,"['Rachel Bay Jones', 'Jennifer Laura Thompson']"
28800,"['Shakira', 'Nicky Jam']"
28801,['Henry Green']
28802,"['Louis The Child', 'Elohim']"
28803,"['G-Eazy', 'Charlie Puth']"
28804,['Neneh Yacobi']
28805,"['Billy Lemos', 'Omar Apollo', 'Maxwell Young']"
28806,['Mosaic MSC']
28807,"['Bronco', 'Armando Manzanero']"
28808,"['Sam Smith', 'Yebba']"
28809,"['Lana Del Rey', 'A$AP Rocky']"
28810,"['Bryce Vine', 'Emma Zander']"
28811,"['Kygo', 'Jason Walker']"
28812,['Palisades']
28813,"['Gorillaz', 'Vince Staples']"
28814,"['Kendall Miles', 'I Eat Plants for a Living']"
28815,"['Camila Cabello', 'Daddy Yankee']"
28816,"['Major Lazer', 'Travis Scott', 'Camila Cabello', 'Quavo']"
28817,['Watt White']
28818,['Xuitcasecity']
28819,['Mellow Fellow']
28820,"['WATCH THE DUCK', 'DJ E-Feezy', 'T.I.', 'MERCE']"
28821,"['Josh Gad', 'Luke Evans', 'Ensemble - Beauty and the Beast']"
28822,"['Big Gigantic', 'Kasbo', 'Angela McCluskey']"
28823,"['Gucci Mane', 'Drake', 'Lil Wayne']"
28824,['Charlie Francis']
28825,"['Shallou', 'Wales']"
28826,"['Rain Sounds', 'Sleep Sounds of Nature', 'Zen Music Garden']"
28827,"['Baaba Maal', 'Mumford & Sons']"
28828,"['Bad Bunny', 'Daddy Yankee', 'Anuel AA', 'Cosculluela']"
28829,['Cuarto de Milla']
28830,"['Future', 'Marshmello']"
28831,"['KAROL G', 'Bad Bunny', 'Quavo']"
28832,"['Bad Bunny', 'J Balvin', 'Ozuna', 'Arcangel']"
28833,"['Meek Mill', 'Ty Dolla $ign', 'Chris Brown']"
28834,"['OneRepublic', 'Seeb']"
28835,['LAKEY INSPIRED']
28836,['DROELOE']
28837,"['Chris Webby', 'Skrizzly Adams']"
28838,"['Kygo', 'Ellie Goulding']"
28839,['Del Water Gap']
28840,['Finn']
28841,"['Jai Wolf', 'Mr Gabriel']"
28842,['AViVA']
28843,"['PnB Rock', 'Wiz Khalifa', 'NGHTMRE']"
28844,['Steve Dawson']
28845,"['Jhené Aiko', 'Big Sean']"
28846,['Daisy the Great']
28847,['the peggies']
28848,"['G-Eazy', 'Zoe Nash']"
28849,['AzChike']
28850,['Heavy Rain Sounds']
28851,"['A$AP Mob', 'A$AP Twelvyy', 'A$AP ANT', 'A$AP NAST', 'A$AP Ferg', 'Playboi Carti']"
28852,"['John Craigie', 'Gregory Alan Isakov']"
28853,['D Savage']
28854,"['Herencia de Patrones', 'LEGADO 7']"
28855,"['The Girl Next Door', 'WMD']"
28856,"['Bad Bunny', 'Ñejo', 'Pj Sin Suela', 'DJ Nelson']"
28857,"['Eminem', 'Jessie Reyez']"
28858,['Arin Ray']
28859,"['Six', 'Aimie Atkinson']"
28860,"['Lenin Ramírez', 'T3R Elemento']"
28861,"['Dan + Shay', 'Kelly Clarkson']"
28862,"['Jess Glynne', 'Jax Jones']"
28863,"['Lewis Capaldi', 'Jessie Reyez']"
28864,"['Paris Shadows', 'Trippie Redd']"
28865,"['Louis The Child', 'Joey Purp']"
28866,"['Chris Jeday', 'J Balvin', 'Ozuna', 'Cardi B', 'Offset', 'Anuel', 'Arcangel']"
28867,['Baby Sleep']
28868,"['Future', 'Lil Wayne']"
28869,['Isak Danielson']
28870,['Jesus Honcho']
28871,['SHAUN']
28872,"['GoldLink', 'Miguel']"
28873,"['ayokay', 'Jeremy Zucker']"
28874,['Phum Viphurit']
28875,['Aflacko']
28876,['A L E X']
28877,"['Lil Skies', 'Yung Pinch']"
28878,"['Ice Cube', 'Too $hort']"
28879,['Samm Henshaw']
28880,['Wassup Rocker']
28881,"['Tiësto', 'Sevenn', 'Gucci Mane']"
28882,"['The Chainsmokers', 'Drew Love']"
28883,['DJ Purpberry']
28884,"['BTS', 'Nicki Minaj']"
28885,"['khai dreams', 'Forest']"
28886,"['Marshmello', 'Leah Culver']"
28887,['Loren Gray']
28888,"['Lil Peep', 'ILOVEMAKONNEN']"
28889,['Harry Hudson']
28890,"['Sofia Reyes', 'Jason Derulo', 'De La Ghetto']"
28891,"['Hayden James', 'Boy Matthews']"
28892,['Junglepussy']
28893,"['grandson', 'King Kavalier']"
28894,"['Dan + Shay', 'R3HAB']"
28895,['Plested']
28896,['City Girl']
28897,"['KIDS SEE GHOSTS', 'Yasiin Bey']"
28898,['Ojizzle bizzle']
28899,"['Killumantii', 'Omeretta the Great']"
28900,['Jules Leyhe']
28901,"['Super Yei', 'Sammy', 'Myke Towers', 'Lenny Tavárez', 'Rafa Pabön']"
28902,"['Rhye', 'Poolside']"
28903,"['SHRK', 'Shiloh Dynasty']"
28904,"['NCT', 'NCT U']"
28905,['Alesso']
28906,"['Yung Bleu', 'Kevin Gates']"
28907,"['RichaadEB', 'Cristina Vee']"
28908,"['Meek Mill', 'Swizz Beatz']"
28909,['百合絢斗']
28910,['Parcels']
28911,['Dead Horses']
28912,['Lara Anderson']
28913,['Jorja Smith']
28914,['NAGASHI']
28915,"['Travis Scott', 'Skrillex']"
28916,['Northmane']
28917,"['Steve Aoki', 'Louis Tomlinson']"
28918,"['Lil Peep', 'Clams Casino']"
28919,"['Saba', 'theMIND']"
28920,['Soccer Mommy']
28921,['Ebb & Flod']
28922,"['Tee Grizzley', 'Chris Brown']"
28923,['Loote']
28924,"['Vicetone', 'MERŌN']"
28925,"['Francesca Battistelli', 'Steffany Gretzinger']"
28926,['Vin Jay']
28927,['Dontcry']
28928,"['Ski Mask The Slump God', 'Lil Yachty']"
28929,"['Tom Misch', 'De La Soul']"
28930,"['Ella Mai', 'John Legend']"
28931,['Los Alameños De La Sierra']
28932,"['Ella Mai', 'H.E.R.']"
28933,"['Anderson .Paak', 'Kendrick Lamar']"
28934,"['Mau y Ricky', 'Manuel Turizo', 'Camilo']"
28935,['Welshly Arms']
28936,"['Mike WiLL Made-It', 'A$AP Rocky', 'A$AP Ferg', 'Nicki Minaj']"
28937,['Haley Heynderickx']
28938,"['Milo Manheim', 'Meg Donnelly']"
28939,"['Bethel Music', 'Josh Baldwin']"
28940,['Noah Schnacky']
28941,['Ir Sais']
28942,['Gracie Abrams']
28943,"['Sech', 'Justin Quiles', 'Maluma', 'Nicky Jam', 'Farruko', 'Dalex', 'Lenny Tavárez']"
28944,"['HIXTAPE', 'HARDY', 'Morgan Wallen']"
28945,['Havanna Chandri']
28946,['Momento']
28947,"['Marshmello', 'A Day To Remember']"
28948,"['Kygo', 'Rita Ora']"
28949,"['Snøw', 'Teqkoi']"
28950,"['Sean Paul', 'J Balvin']"
28951,"['Lil Ronny Motha F', 'Lil 2z']"
28952,"['Megan Thee Stallion', 'Juicy J']"
28953,['Black Pumas']
28954,['Djo']
28955,"['Jordan Davis', 'Julia Michaels']"
28956,['Leah Day']
28957,['Rels B']
28958,['Clifford Solum']
28959,['Giovanny Ayala']
28960,['Badda TD']
28961,['Mondo Loops']
28962,"['Trey Songz', 'Chris Brown']"
28963,"['KEVVO', 'Farruko', 'Chencho Corleone', 'Arcangel', 'Darell', 'Ñengo Flow', 'Brytiago', 'Myke Towers']"
28964,['42 Dugg']
28965,"['Matt Maher', 'Elle Limebear']"
28966,"['The Highwomen', 'Brandi Carlile', 'Natalie Hemby', 'Maren Morris', 'Amanda Shires']"
28967,"['League of Legends', 'Valerie Broussard', 'Ray Chen']"
28968,"['Medasin', 'Kathleen']"
28969,"['Martin Garrix', 'Dean Lewis']"
28970,"['Witt Lowry', 'Deion Reverie']"
28971,['Patrick Droney']
28972,"['Dan + Shay', 'Tori Kelly']"
28973,"['Bring Me The Horizon', 'Death Stranding: Timefall']"
28974,"['Dalex', 'Justin Quiles', 'Nicky Jam', 'Rafa Pabön', 'Sech', 'Lenny Tavárez', 'Feid']"
28975,"['Tyga', 'A Boogie Wit da Hoodie']"
28976,"['Miracle Tones', 'Solfeggio Healing Frequencies']"
28977,['Todrick Hall']
28978,['ATEEZ']
28979,['Wonderful Escape']
28980,['Red Rocks Worship']
28981,"['Mau y Ricky', 'Camilo']"
28982,"['Drax Project', 'Hailee Steinfeld']"
28983,"['Reik', 'J Balvin', 'Lalo Ebratt']"
28984,['GASHI']
28985,"['Bastille', 'Alessia Cara']"
28986,"['Doja Cat', 'Smino']"
28987,"['Yo Gotti', 'Lil Baby']"
28988,"['Craig Xen', 'Diablo']"
28989,['Hunter Phelps']
28990,"['Daniel Caesar', 'John Mayer']"
28991,"['Kanye West', 'Ty Dolla $ign', 'Ant Clemons']"
28992,"['NIKI', '88rising']"
28993,['Lucky Luke']
28994,['Edicion Especial']
28995,"['Jasiah', '6ix9ine']"
28996,"['Young Thug', 'Lil Uzi Vert']"
28997,"['Zack Fox', 'Kenny Beats']"
28998,['Clave 520']
28999,['Donald Beaudoin']
29000,"['Adventure Time', 'Donald Glover', 'Madeleine Martin', 'Roz Ryan']"
29001,['Tommy Ice']
29002,['Jordan Barns']
29003,"['Jhené Aiko', '21 Savage', 'Summer Walker']"
29004,['CARYS']
29005,"['Iggy Azalea', 'Alice Chater']"
29006,['Leny Bhoelai']
29007,"['Los Hijos De Garcia', 'Herencia de Patrones']"
29008,['The Dip']
29009,['Wilderado']
29010,['John Vincent III']
29011,"['Jeremy Zucker', 'Bea Miller']"
29012,['Billy Marchiafava']
29013,['BAYNK']
29014,['Kayto']
29015,"['Bad Bunny', 'Myke Towers']"
29016,"['KINGMOSTWANTED', 'MCM Raymond']"
29017,['Riley Clemmons']
29018,"['Kehlani', 'Dom Kennedy']"
29019,['Carlie Hanson']
29020,['Chito Rana$']
29021,['Pink Chanel Dior']
29022,['Xavier Weeks']
29023,"['Young Thug', 'Juice WRLD']"
29024,['Sonideros de MEX USA']
29025,['SuperM']
29026,['Keira Conlon']
29027,['Zoe Handfield']
29028,"['Swae Lee', 'Tyga', 'Lil Mosey']"
29029,"['Bad Bunny', 'Anuel AA']"
29030,"['Jacquees', 'Chris Brown']"
29031,['Lunay']
29032,"['Joyner Lucas', 'Will Smith']"
29033,"['John Legend', 'David Guetta']"
29034,['Edith Whiskers']
29035,"['6ix9ine', 'Nicki Minaj']"
29036,"['21 Savage', 'Summer Walker']"
29037,"['Gunna', 'Travis Scott']"
29038,"['Reik', 'Farruko', 'Camilo']"
29039,['Apollo Fresh']
29040,"['El Alfa', 'Chael Produciendo']"
29041,"['Bring Me The Horizon', 'YUNGBLUD']"
29042,['Abby Anderson']
29043,"['Ofenbach', 'Quarterhead', 'Norma Jean Martine']"
29044,"['Bad Bunny', 'Ñengo Flow']"
29045,"['Jonas Brothers', 'KAROL G']"
29046,"['King Von', 'Moneybagg Yo']"
29047,"['Master KG', 'Nomcebo Zikode']"
29048,['Jhay Cortez']
29049,"['Russ', 'Kehlani']"
29050,"['Bankrol Hayden', 'Polo G']"
29051,"['Moneybagg Yo', 'Megan Thee Stallion']"
29052,['GFRIEND']
29053,"['Machine Gun Kelly', 'Travis Barker']"
29054,"['Camilo', 'Christian Nodal']"
29055,"['League of Legends', '2WEI', 'Edda Hayes']"
29056,"['Topic', 'A7S', 'Lil Baby']"
29057,"['Don Toliver', 'Offset', 'Quavo']"
29058,"['Pop Smoke', 'Rowdy Rebel']"
29059,['Dontch']
29060,['Erica Banks']
29061,"['YoungBoy Never Broke Again', 'Lil Baby']"
29062,"['Ty Dolla $ign', 'Gunna']"
29063,"['Herencia de Patrones', 'Grupo Triple L']"
29064,"['Gucci Mane', 'OJ Da Juiceman']"
29065,['Brye']
29066,"['Drake', 'Fivio Foreign', 'Sosa Geek']"
29067,['Nivel Codiciado']
29068,"['KYLE', 'Chris Brown']"
29069,"['Gucci Mane', 'Shawnna', 'The Game']"
29070,"['Gucci Mane', 'Jeezy']"
29071,"['$NOT', 'Night Lovell']"
29072,"['Gucci Mane', 'DG Yola']"
29073,"['Kari Jobe', 'Cody Carnes', 'Elevation Worship']"
29074,"['Gucci Mane', 'Lil Baby']"
29075,"['Fivio Foreign', 'Polo G', 'Kenny Beats']"
29076,"['Gucci Mane', 'Pooh Shiesty', 'Foogiano', 'BIG30']"
29077,['SG Lewis']
29078,"['Tay Money', 'Saweetie']"
29079,"['Gucci Mane', 'Ludacris', ""Lil' Kim""]"
29080,['Aspori']
29081,"['Gucci Mane', 'Pooh Shiesty']"
29082,"['Martin Garrix', 'Clinton Kane']"
29083,['Joel Corry']
29084,"['MOD SUN', 'Machine Gun Kelly', 'Goody Grace']"
29085,"['Faouzia', 'John Legend']"
29086,"['Maverick City Music', 'Joe L Barnes', 'Naomi Raine']"
29087,"['Gryffin', 'Audrey Mika']"
29088,"['FLETCHER', 'Kito', 'Trevor Daniel']"
29089,"['Kanye West', 'Travis Scott']"
29090,"['Farruko', 'Sech', 'Myke Towers', 'Jay Wheeler', 'Tempo']"
29091,"['Eminem', 'Royce Da 5\'9""', 'White Gold']"
29092,"['Rauw Alejandro', 'Anuel AA', 'Natti Natasha', 'Farruko', 'Lunay']"
29093,['EyeMan']
29094,"['Trippie Redd', 'Young Thug']"
29095,"['Rauw Alejandro', 'Arcangel', 'Randy']"
29096,['twocolors']
29097,"['Trippie Redd', 'Myiah Lynnae']"
29098,"['Nicky Jam', 'Myke Towers']"
29099,"['Camilo', 'Pablo Alborán']"
29100,"['Thomanerchor Leipzig', 'Karl Straube']"
29101,['Παναγιώτης Τσόρος']
29102,"['Soula Karagiorgi', 'Xristina Euthimiadou']"
29103,"['Γιώργος Χατζελές', 'Αντώνης Σακελλαρίου']"
29104,"['The Executor', 'The Caresser', 'The Attila']"
29105,['Γκας Γκαντίνης τρίο']
29106,"['Stelios Kazantzidis', 'Kaiti Grey']"
29107,"['Giorgos Papasideris', 'Klarino-Apostolos Stamelos']"
29108,['Takis Dimitriadis']
29109,['Lena Louvari']
29110,['Μαρίκα Πολίτισσα']
29111,['Νταίζη Σταυροπούλου']
29112,"['Τζων Γιάνναρος', 'Κώστας Γκαντίνης']"
29113,"['Adolphe Adam', 'Koloman von Pataky', 'Orchestra']"
29114,['Loveys Band']
29115,['Elvira Nte Intalgko']
29116,['Paradosiako Nikitas Kotsiopoulos']
29117,['Lord Beginner']
29118,['Chick Webb']
29119,"['Cab Calloway & His Orchestra', 'Milt Hinton']"
29120,"['Lord Melody', 'The Caribbean All Stars']"
29121,"['Giorgos Papasideris', 'Vasilis Mpesiris-Klarino']"
29122,['Xar. Loykopoylos']
29123,['Haridas Kar']
29124,['St. Pagioumtzis']
29125,"['Dimitris Soyrmelis', 'Kostas', 'Gkantinis', 'Klarino']"
29126,"['Various Artists', 'Igor Stravinsky']"
29127,"['Rita Ampatzi', 'Nikos Karakostas']"
29128,"['Giorgos Anestopoulos', 'Nikos Rellias', 'Klarino']"
29129,['Loyloy Thessalonikia']
29130,"['František Škroup', 'Prague National Theatre Chorus', 'Prague National Theatre Orchestra', 'Jan Maria Ouředník', 'Václav Talich']"
29131,['Giorgos Nakos']
29132,"['Mo. Guzzo', 'Aterrano']"
29133,['X. Loukopoulos']
29134,"['Balkaneros Banditos', 'Haris Abdagic', 'Hari ABD']"
29135,['G. Ntokos']
29136,"['Kostas Roukounas', 'Vaios Malliaras', 'Klarino']"
29137,['Giorgos Papadiseris']
29138,"['Radharani', 'Pankaj Mullick']"
29139,['St.Tsitsis & St. Stathis']
29140,['Zaxarias Kasimatis']
29141,['Sherry Brothers']
29142,['Mo. Guzzo']
29143,"['Georgia Mitaki', 'Nikos', 'Karakostas', 'Klarino']"
29144,"['Ioanna Georgokopoulou', 'Stelios Keromitis']"
29145,"['Germán Faviere', 'Walter Coronda']"
29146,['Matías Giovannone']
29147,"['Kyria Piko', 'Nikos', 'Rellios', 'Klarino']"
29148,['Korina Thessalonikia']
29149,['Hlias Litos-Klarino']
29150,"['James Cagney', 'Frances Langford']"
29151,"['James Cagney', 'Orchestra', 'Chorus']"
29152,"['James Cagney', 'Chrorus']"
29153,['Orchestra Of Yankee Doodle Dandy']
29154,['Irene Manning']
29155,['James Cagney']
29156,"['James Cagney', 'Sally Sweetland']"
29157,['Henry Blair']
29158,"['Arthur Treacher', 'Dorothy Lamour', 'Walter Catlett', 'Sterling Holloway', 'Paulette Goddard', 'Veronica Lake']"
29159,"[""Niels Foss' Skala Ork.""]"
29160,"['Robert Schumann', 'Sergei Rachmaninoff']"
29161,"['Franz Schubert', 'Franz Liszt', 'Sergei Rachmaninoff']"
29162,['Børge Roger Henrichsens Ork.']
29163,['Frances Langford']
29164,"['Slim & Slam', 'Katherine Dunham', 'Eddie ""Rochester"" Anderson']"
29165,['Kjeld Bonfils']
29166,"['Frédéric Chopin', 'Franz Liszt', 'Sergei Rachmaninoff']"
29167,"[""Niels Foss' Shortwave Band""]"
29168,"['Johann Strauss II', 'Carl Tausig', 'Sergei Rachmaninoff']"
29169,['Leo Mathisens Ork.']
29170,['Sally Sweetland']
29171,"['Christoph Willibald Gluck', 'Giovanni Sgambati', 'Sergei Rachmaninoff']"
29172,"['Donna Drake', 'Betty Rhodes', 'Marjorie Reynolds']"
29173,"['Susan Hayward', 'Ernest Truex']"
29174,"['Johann Sebastian Bach', 'Sergei Rachmaninoff']"
29175,['Bing Croby & Chorus']
29176,"['Alexander Borodin', 'Sergei Rachmaninoff']"
29177,['Børge Roger Henrichsen & Niels Foss']
29178,"['Felix Mendelssohn', 'Sergei Rachmaninoff']"
29179,['Børge Roger Henrichsen & hans Kvintet']
29180,"['Pyotr Ilyich Tchaikovsky', 'Sergei Rachmaninoff']"
29181,['Walter Huston']
29182,['Bent Fabricius Bjerres Ork.']
29183,"['Robert Schumann', 'Carl Tausig', 'Sergei Rachmaninoff']"
29184,"['Vera Zorina', 'Johnnie Johnston']"
29185,"['Walter Huston', 'James Cagney', 'Rosemary DeCamp', 'Jeanne Cagney']"
29186,"['The Golden Gate Quarter', 'Dick Powell', 'Mary Martin']"
29187,"['Franz Liszt', 'Sergei Rachmaninoff']"
29188,"['Robert Palmer', 'William Kapell']"
29189,"['Girin Chakraborty', 'Shefali Ghosh']"
29190,['S. Janaki']
29191,"['Béla Bartók', 'Yehudi Menuhin', 'Adolph Baller']"
29192,"['Tan Dun', 'Hong Kong Philharmonic Orchestra']"
29193,"['Edward Elgar', 'Yehudi Menuhin', 'Adolph Baller']"
29194,"['Usha', 'Abdul']"
29195,"['Sarah Vaughan', 'George Treadwell & His All-Stars']"
29196,"['Victor Babin', 'Vitya Vronsky']"
29197,"['Anonymous', 'Nikolai Rimsky-Korsakov', 'Jascha Heifetz', 'Unknown Artist']"
29198,"['George Gershwin', 'Arturo Toscanini']"
29199,"['Francisco Canaro', 'Carlos Roldán', 'Guillermo Coral']"
29200,"['George Gershwin', 'Robert Sadin', ""Orchestra of St. Luke's""]"
29201,"['Domenico Scarlatti', 'Murray Perahia']"
29202,"['Giuseppe Verdi', 'Marcelo Alvarez', 'Carlo Rizzi', 'Welsh National Opera Orchestra']"
29203,"['Amirbai Karnataki', 'Ashok Kumar']"
29204,"['Suraiya', 'Hameeda Bano']"
29205,['Shaila']
29206,['Cyril Mockridge']
29207,"['Umberto Giordano', 'Luciano Pavarotti', 'Emerson Buckley', ""Orchestra Sinfonica dell'Emilia-Romagna""]"
29208,"['Felix Mendelssohn', 'Eugene Istomin']"
29209,"['Anika Rizvi', 'Shyam Babu Pathak', 'Naresh Chandra']"
29210,"['Dileep', 'Rehana']"
29211,"['Binapani Mukherjee', 'Mukesh']"
29212,"['Giacomo Puccini', 'Ambrosian Opera Chorus', 'Lorin Maazel']"
29213,['Aldo Dona & Elena Beltrami con Orchestra Pippo Barzizza']
29214,"['Wilhelm Friedemann Bach', 'Maryla Jonas']"
29215,"['Alfredo Casella', 'Maryla Jonas']"
29216,"['Ambroise Thomas', 'Frederica von Stade', 'Sir John Pritchard', 'London Philharmonic Orchestra']"
29217,"['Snehprabha Pradhan', 'Chander']"
29218,"['Suraiya', 'Surendra']"
29219,['Jeppe P. Dal Band']
29220,"['Felix Mendelssohn', 'Orchestra of the Royal Danish Theatre', 'Adolfo Tango']"
29221,"['Gioachino Rossini', 'Orchestra of the Royal Danish Theatre', 'Adolfo Tango']"
